cell_id,case,policy,agents,dependency_probability,avoidance_probability,edit_length_lines,nominal_overlap_probability,nominal_mu,sync_interval,post_dispatch_wait,wait_in_characteristic_units,observation_horizon,baseline_read_time,repair_clock,base_repair_time,edits_per_agent_time,files,lines_per_file,initial_conflicts_n,initial_conflicts_mean,initial_conflicts_ci95_low,initial_conflicts_ci95_high,completed_attempts_n,completed_attempts_mean,completed_attempts_ci95_low,completed_attempts_ci95_high,failed_attempts_n,failed_attempts_mean,failed_attempts_ci95_low,failed_attempts_ci95_high,initial_conflicts_landed_mean,initial_conflicts_landed_fraction,completed_attempt_failure_fraction,nominal_exposure,nominal_failure_probability,ratio_ci95_low,ratio_ci95_high,ratio_interval_status
239187bc9ecf2ed4,1,kick_back,4,0.0,0.0,16,0.01556231814190527,0.04668695442571581,0.5,10.709629834508828,0.5,685.416309408565,start,fixed,0.25,1.0,8,256,30,62.56666666666667,61.38660598896186,63.74672734437148,30,59.86666666666667,58.77585701974208,60.95747631359126,30,0.3,0.10855876325504793,0.49144123674495205,59.56666666666667,0.9520511454448588,0.005011135857461024,0.25,0.011603888099730056,,,not identified from marginal aggregates
c721de96820cdbc1,1,kick_back,4,0.0,0.0,16,0.01556231814190527,0.04668695442571581,0.5,21.419259669017656,1.0,685.416309408565,start,fixed,0.25,1.0,8,256,30,32.9,32.2671510140006,33.532848985999394,30,30.033333333333335,29.4657120144192,30.60095465224747,30,0.13333333333333333,0.009609750681461526,0.25705691598520514,29.900000000000002,0.9088145896656536,0.004439511653718091,0.25,0.011603888099730056,,,not identified from marginal aggregates
c4659f8f06dc7b92,1,kick_back,4,0.0,0.0,16,0.01556231814190527,0.04668695442571581,0.5,42.83851933803531,2.0,685.416309408565,start,fixed,0.25,1.0,8,256,30,17.666666666666668,17.395384765811116,17.93794856752222,30,14.733333333333333,14.48588616802959,14.980780498637076,30,0.06666666666666667,-0.024121622280541086,0.1574549556138744,14.666666666666666,0.830188679245283,0.004524886877828055,0.25,0.011603888099730056,,,not identified from marginal aggregates
aa685c470f857ca4,1,kick_back,4,0.0,0.0,16,0.01556231814190527,0.04668695442571581,0.5,85.67703867607062,4.0,685.416309408565,start,fixed,0.25,1.0,8,256,30,9.866666666666667,9.742943084014795,9.990390249318539,30,6.933333333333334,6.842545044386126,7.024121622280541,30,0.06666666666666667,-0.024121622280541086,0.1574549556138744,6.866666666666667,0.6959459459459459,0.009615384615384614,0.25,0.011603888099730056,,,not identified from marginal aggregates
0a5f08c55f41e3dc,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,0.0,0.0,256.0,dispatch,fixed,0.25,1.0,8,256,30,56.06666666666667,53.08611919966248,59.04721413367086,30,55.93333333333333,52.94686581123697,58.91980085542969,30,0,0.0,0.0,55.93333333333333,0.9976218787158144,0.0,0.25,0.050236707357164144,,,not identified from marginal aggregates
5169b70191430273,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,1.212591760665397,0.25,256.0,dispatch,fixed,0.25,1.0,8,256,30,150.56666666666666,147.6013432874557,153.53199004587762,30,168.96666666666667,166.5533553185735,171.37997801475984,30,21.133333333333333,19.116192319489283,23.150474347177383,147.83333333333334,0.9818463582023468,0.12507397908857762,1.462591760665397,0.2603236039572836,,,not identified from marginal aggregates
4a94f3bf96ccc231,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,2.425183521330794,0.5,256.0,dispatch,fixed,0.25,1.0,8,256,30,79.1,77.7209377165591,80.47906228344088,30,93.43333333333334,92.84134177286745,94.02532489379922,30,17.333333333333332,16.07136212090566,18.595304545761003,76.10000000000001,0.9620733249051835,0.1855155190866928,2.675183521330794,0.42393944354249785,,,not identified from marginal aggregates
f4a4a5e023b3e44d,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,4.850367042661588,1.0,256.0,dispatch,fixed,0.25,1.0,8,256,30,36.03333333333333,34.4764020948947,37.59026457177196,30,48.833333333333336,48.64343600273445,49.023230663932225,30,15.866666666666667,14.387545792840942,17.345787540492392,32.96666666666667,0.9148936170212767,0.3249146757679181,5.100367042661588,0.6506016106574045,,,not identified from marginal aggregates
c1003e4f1a8f1834,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,9.700734085323177,2.0,256.0,dispatch,fixed,0.25,1.0,8,256,30,15.966666666666667,14.75777168978319,17.175561643550143,30,24.766666666666666,24.612727633105845,24.920605700227487,30,11.8,10.60611304179771,12.99388695820229,12.966666666666665,0.812108559498956,0.4764468371467026,9.950734085323177,0.871463515782444,,,not identified from marginal aggregates
e4b07b52afea2143,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,19.401468170646353,4.0,256.0,dispatch,fixed,0.25,1.0,8,256,30,6.333333333333333,5.603388392356113,7.063278274310553,30,12.066666666666666,11.975878377719459,12.157454955613874,30,8.8,8.106876070526205,9.493123929473796,3.2666666666666657,0.5157894736842104,0.7292817679558011,19.651468170646353,0.9826044785021787,,,not identified from marginal aggregates
8c76adf39dfb1324,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,0.0,0.0,256.0,start,fixed,0.25,1.0,8,256,30,56.06666666666667,53.08611919966248,59.04721413367086,30,55.93333333333333,52.94686581123697,58.91980085542969,30,0,0.0,0.0,55.93333333333333,0.9976218787158144,0.0,0.25,0.050236707357164144,,,not identified from marginal aggregates
f76c05fdb93e3ded,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,1.212591760665397,0.25,256.0,start,fixed,0.25,1.0,8,256,30,165.36666666666667,162.15156981668076,168.5817635166526,30,166.6,163.11076210936093,170.08923789063905,30,3.966666666666667,3.1946801660799515,4.738653167253382,162.63333333333333,0.9834710743801652,0.02380952380952381,0.25,0.050236707357164144,,,not identified from marginal aggregates
72974c27a05194da,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,2.425183521330794,0.5,256.0,start,fixed,0.25,1.0,8,256,30,94.53333333333333,93.71551850825213,95.35114815841453,30,93.43333333333334,92.84134177286745,94.02532489379922,30,2.1,1.582284949452676,2.617715050547324,91.33333333333334,0.9661495063469677,0.022475918658580094,0.25,0.050236707357164144,,,not identified from marginal aggregates
e18fc695c3c57c56,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,4.850367042661588,1.0,256.0,start,fixed,0.25,1.0,8,256,30,51,50.57973188634359,51.42026811365641,30,48.833333333333336,48.64343600273445,49.023230663932225,30,0.9333333333333333,0.5825499953716068,1.28411667129506,47.900000000000006,0.9392156862745099,0.01911262798634812,0.25,0.050236707357164144,,,not identified from marginal aggregates
2a417fe1a5021765,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,9.700734085323177,2.0,256.0,start,fixed,0.25,1.0,8,256,30,27.6,27.26642252618847,27.933577473811532,30,24.766666666666666,24.612727633105845,24.920605700227487,30,0.3,0.08673722431175926,0.5132627756882407,24.466666666666665,0.8864734299516908,0.012113055181695828,0.25,0.050236707357164144,,,not identified from marginal aggregates
0bdc708316cf1285,1,kick_back,4,0.0,0.0,64,0.06872332143144783,0.20616996429434348,0.5,19.401468170646353,4.0,256.0,start,fixed,0.25,1.0,8,256,30,15,14.769809673950236,15.230190326049764,30,12.066666666666666,11.975878377719459,12.157454955613874,30,0.2,0.026719017631551073,0.373280982368449,11.866666666666667,0.7911111111111111,0.01657458563535912,0.25,0.050236707357164144,,,not identified from marginal aggregates
