cell_id,case,policy,agents,dependency_probability,avoidance_probability,edit_length_lines,nominal_overlap_probability,nominal_mu,sync_interval,post_dispatch_wait,wait_in_characteristic_units,observation_horizon,baseline_read_time,repair_clock,base_repair_time,edits_per_agent_time,files,lines_per_file,mean_completed_repair_attempts,mean_failed_completed_repairs,pooled_failure_fraction_completed_repairs,fixed_clock_collision_exposure,first_order_failure_probability,mean_initial_conflicts,mean_dispatches,pooled_dispatches_per_initial_conflict,mean_unresolved_initial_conflicts_no_dependency,pooled_unresolved_initial_conflict_fraction_no_dependency,seed_mean_over_five_unresolved_fraction,window_divided_by_minimum_attempt_slot,maximum_completed_attempts_per_window,maximum_dispatches_per_window_no_dependency,unobserved_tail_mean_upper_bound
6c04158a9ed67cc4,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,1164.4616259238203,4.0,9315.693007390562,dispatch,context,0.25,1.0,8,256,6.8,6.733333333333333,0.9901960784313726,,,1.0666666666666667,7.8,7.3125,1.0000000000000002,0.9375000000000002,0.9666666666666667,7.998282836750759,7,,not_identifiable_without_future_process_assumptions
ec6cf256683f1dc0,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,0.0,0.0,9315.693007390562,start,fixed,0.25,1.0,8,256,16.366666666666667,0.0,0.0,0.25,0.0008583973208360372,16.366666666666667,16.366666666666667,1.0,0.0,0.0,0.0,37262.77202956225,37262,37263,not_identifiable_without_future_process_assumptions
4ce7f81da14c783a,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,72.77885162023877,0.25,9315.693007390562,start,fixed,0.25,1.0,8,256,119.26666666666667,0.03333333333333333,0.00027948574622694243,0.25,0.0008583973208360372,120.23333333333333,120.26666666666667,1.000277238702523,1.0,0.008317161075686166,0.0,127.56181701765756,127,128,not_identifiable_without_future_process_assumptions
33ce2c0516c40511,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,145.55770324047754,0.5,9315.693007390562,start,fixed,0.25,1.0,8,256,59.53333333333333,0.03333333333333333,0.0005599104143337066,0.25,0.0008583973208360372,60.5,60.53333333333333,1.0005509641873278,1.0,0.01652892561983471,0.0,63.89026642869745,63,64,not_identifiable_without_future_process_assumptions
82a007ef801a8367,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,291.1154064809551,1.0,9315.693007390562,start,fixed,0.25,1.0,8,256,29.5,0.06666666666666667,0.0022598870056497176,0.25,0.0008583973208360372,30.433333333333334,30.5,1.0021905805038336,1.0,0.03285870755750274,0.0,31.97254306852477,31,32,not_identifiable_without_future_process_assumptions
a07514f0bdfae64e,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,582.2308129619101,2.0,9315.693007390562,start,fixed,0.25,1.0,8,256,14.4,0.0,0.0,0.25,0.0008583973208360372,15.466666666666667,15.4,0.9956896551724138,1.0666666666666664,0.0689655172413793,0.0,15.993132821011459,15,16,not_identifiable_without_future_process_assumptions
11fddae346b73e8a,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,1164.4616259238203,4.0,9315.693007390562,start,fixed,0.25,1.0,8,256,6.833333333333333,0.0,0.0,0.25,0.0008583973208360372,7.833333333333333,7.833333333333333,1.0,1.0,0.12765957446808512,0.0,7.998282836750759,7,8,not_identifiable_without_future_process_assumptions
572292e49a831913,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,0.0,0.0,9315.693007390562,start,context,0.25,1.0,8,256,16.366666666666667,0.0,0.0,,,16.366666666666667,16.366666666666667,1.0,0.0,0.0,0.0,37262.77202956225,37262,,not_identifiable_without_future_process_assumptions
e1645838a2eaca3e,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,72.77885162023877,0.25,9315.693007390562,start,context,0.25,1.0,8,256,76.96666666666667,10.266666666666667,0.13339107838891295,,,67.7,77.96666666666667,1.1516494337764647,1.0,0.014771048744460856,0.0,127.56181701765756,127,,not_identifiable_without_future_process_assumptions
a5df322da596e761,0,kick_back,2,0.0,0.0,4,0.003435063819150432,0.003435063819150432,0.5,145.55770324047754,0.5,9315.693007390562,start,context,0.25,1.0,8,256,45.9,6.133333333333334,0.13362381989832972,,,40.8,46.9,1.1495098039215688,1.0333333333333314,0.02532679738562087,0.0,63.89026642869745,63,,not_identifiable_without_future_process_assumptions
