cell_id,case,policy,agents,dependency_probability,avoidance_probability,edit_length_lines,nominal_overlap_probability,nominal_mu,sync_interval,post_dispatch_wait,wait_in_characteristic_units,observation_horizon,baseline_read_time,repair_clock,base_repair_time,edits_per_agent_time,files,lines_per_file,pooled_dispatches_per_initial_conflict,dispatches_n,dispatches_mean,dispatches_ci95_low,dispatches_ci95_high,initial_conflicts_n,initial_conflicts_mean,initial_conflicts_ci95_low,initial_conflicts_ci95_high,ratio_ci95_low,ratio_ci95_high,ratio_interval_status
c08dfc20875c223a,0,kick_back,2,0.0,0.0,16,0.01556231814190527,0.01556231814190527,0.5,257.03111602821184,4.0,2056.2489282256947,start,context,0.25,1.0,8,256,1.1958762886597938,30,7.733333333333333,7.546956546920943,7.919710119745724,30,6.466666666666667,6.1313288773404535,6.80200445599288,,,not_identifiable_from_aggregate_inputs
ddb3576bf600537b,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,0.0,0.0,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,1.0,30,16.033333333333335,14.6928054107927,17.37386125587397,30,16.033333333333335,14.6928054107927,17.37386125587397,,,not_identifiable_from_aggregate_inputs
a493d46dfbebd57f,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,3.6377752819961913,0.25,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,1.27438330170778,30,111.93333333333334,108.0269493178238,115.83971734884287,30,87.83333333333333,84.25230948521862,91.41435718144804,,,not_identifiable_from_aggregate_inputs
371c249afde6ef17,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,7.2755505639923825,0.5,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,1.6193078324225865,30,59.266666666666666,58.179100266703195,60.35423306663014,30,36.6,34.78115651245526,38.41884348754474,,,not_identifiable_from_aggregate_inputs
b7694b73f3523093,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,14.551101127984765,1.0,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,2.5305555555555554,30,30.366666666666667,29.76139789700735,30.971935436325985,30,12,10.718354505951902,13.281645494048098,,,not_identifiable_from_aggregate_inputs
75605433b52537b5,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,29.10220225596953,2.0,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,5.054347826086956,30,15.5,15.206563758907992,15.793436241092008,30,3.066666666666667,2.4654237140072572,3.6679096193260765,,,not_identifiable_from_aggregate_inputs
ff50f694d9bdc4a4,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,58.20440451193906,4.0,465.6352360955125,dispatch,fixed,0.25,1.0,8,256,6.742857142857142,30,7.866666666666666,7.742943084014795,7.990390249318538,30,1.1666666666666667,1.0310257162388914,1.302307617094442,,,not_identifiable_from_aggregate_inputs
2de593103b175773,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,0.0,0.0,465.6352360955125,dispatch,context,0.25,1.0,8,256,1.0020283975659228,30,16.466666666666665,15.023814149264702,17.90951918406863,30,16.433333333333334,14.98757640766339,17.879090259003277,,,not_identifiable_from_aggregate_inputs
87040ac96ce4daf9,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,3.6377752819961913,0.25,465.6352360955125,dispatch,context,0.25,1.0,8,256,1.4368750000000001,30,76.63333333333334,74.452625036855,78.81404162981168,30,53.333333333333336,51.740374881787126,54.926291784879545,,,not_identifiable_from_aggregate_inputs
d3dfa838634c7fd9,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,7.2755505639923825,0.5,465.6352360955125,dispatch,context,0.25,1.0,8,256,1.8150431565967942,30,49.06666666666667,48.30940618773608,49.82392714559726,30,27.033333333333335,25.669942721041384,28.396723945625286,,,not_identifiable_from_aggregate_inputs
3148df38ea1824eb,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,14.551101127984765,1.0,465.6352360955125,dispatch,context,0.25,1.0,8,256,2.720257234726688,30,28.2,27.656893905498144,28.743106094501854,30,10.366666666666667,9.374427386416167,11.358905946917167,,,not_identifiable_from_aggregate_inputs
9790272b43e888c7,0,kick_back,2,0.0,0.0,64,0.06872332143144783,0.06872332143144783,0.5,29.10220225596953,2.0,465.6352360955125,dispatch,context,0.25,1.0,8,256,5.055555555555555,30,15.166666666666666,14.826751419172636,15.506581914160696,30,3,2.1134434430135705,3.8865565569864295,,,not_identifiable_from_aggregate_inputs
